fact_id,question,template,gold_answer,direct_model_answer,relative_model_answer,direct_correct,relative_correct,model
run_0011,What are the time intervals between consecutive events?,int.between_consecutive,"19 days, 12 days, 0 days, 12 days, 1 days, 12 days, 7 days, 2 days, 3 days, 0 days",,"13 days, 1 days, 13 days, 2 days, 13 days, 8 days, 3 days, 4 days, 1 days, 1 days",0,0,gemini:gemini-2.0-flash
run_0011,"Which comes first, Civil Rights Act signed or Spinning Jenny invented?",int.precedes,no,Spinning Jenny invented,Civil Rights Act signed,0,0,gemini:gemini-2.0-flash
run_0011,Name events occurring between HIV identified and Civil Rights Act signed.,list.between,,,,1,1,gemini:gemini-2.0-flash
run_0012,List the events in chronological order.,order.full,"First CRISPR gene edit, First steam locomotive built, Nixon ends gold standard, Mariner 9 orbits Mars, Invention of Writing, Mars rover Spirit lands, First esports tournament held, Americans with Disabilities Act, First Space Shuttle Launch, Nepal earthquake, First iPhone released","First CRISPR gene edit, First steam locomotive built, Mariner 9 orbits Mars, Nixon ends gold standard, Invention of Writing, Mars rover Spirit lands, First esports tournament held, Americans with Disabilities Act, First Space Shuttle Launch, Nepal earthquake, First iPhone released","First CRISPR gene edit, First steam locomotive built, Nixon ends gold standard, Mariner 9 orbits Mars, Invention of Writing, Mars rover Spirit lands, First esports tournament held, Americans with Disabilities Act, First Space Shuttle Launch, Nepal earthquake, First iPhone released",0,1,gemini:gemini-2.0-flash
run_0012,What is the reverse order of the events?,order.reverse,"First iPhone released, Nepal earthquake, First Space Shuttle Launch, Americans with Disabilities Act, First esports tournament held, Mars rover Spirit lands, Invention of Writing, Mariner 9 orbits Mars, Nixon ends gold standard, First steam locomotive built, First CRISPR gene edit","First iPhone released, Nepal earthquake, First Space Shuttle Launch, Americans with Disabilities Act, First esports tournament held, Mars rover Spirit lands, Invention of Writing, Mariner 9 orbits Mars, Nixon ends gold standard, First steam locomotive built, First CRISPR gene edit","First iPhone released, First esports tournament held, Mars rover Spirit lands, Americans with Disabilities Act, Nepal earthquake, First Space Shuttle Launch, Mariner 9 orbits Mars, Nixon ends gold standard, Invention of Writing, First steam locomotive built, First CRISPR gene edit",1,0,gemini:gemini-2.0-flash
run_0012,Tell me the 1st event in order.,order.nth,First CRISPR gene edit,First CRISPR gene edit,Invention of Writing,1,0,gemini:gemini-2.0-flash
run_0012,What was the duration of Mariner 9 orbits Mars?,dur.single,19 days,19 days,19 days,1,1,gemini:gemini-2.0-flash
run_0012,What event had the maximum duration?,dur.longest,First steam locomotive built,First Space Shuttle Launch,First steam locomotive built,0,1,gemini:gemini-2.0-flash
run_0012,What event had the minimum duration?,dur.shortest,Nixon ends gold standard,Nixon ends gold standard,Nixon ends gold standard,1,1,gemini:gemini-2.0-flash
run_0012,"Between Americans with Disabilities Act and Mars rover Spirit lands, which happened earlier?",order.first,Mars rover Spirit lands,Mars rover Spirit lands,Americans with Disabilities Act,1,0,gemini:gemini-2.0-flash
run_0012,What is the first and last event?,order.first_last,"First CRISPR gene edit, First iPhone released","First CRISPR gene edit, First iPhone released","Invention of Writing, First iPhone released",1,0,gemini:gemini-2.0-flash
run_0012,Events occurring more than 1 times?,count.over_x,,,,1,1,gemini:gemini-2.0-flash
run_0012,Which events have the same occurrence count?,count.same,"First CRISPR gene edit, First steam locomotive built, Nixon ends gold standard, Mariner 9 orbits Mars, Invention of Writing, Mars rover Spirit lands, First esports tournament held, Americans with Disabilities Act, First Space Shuttle Launch, Nepal earthquake, First iPhone released",,,0,0,gemini:gemini-2.0-flash
run_0012,Interval between First CRISPR gene edit end and Invention of Writing start?,int.between,75 days,76 days,100 days,1,0,gemini:gemini-2.0-flash
run_0012,Total number of events?,order.count,11,11,10,1,0,gemini:gemini-2.0-flash
run_0012,Which event is in the middle of the sequence?,order.middle,Mars rover Spirit lands,Nixon ends gold standard,"First CRISPR gene edit, First steam locomotive built, Nixon ends gold standard, Mariner 9 orbits Mars, Invention of Writing, Mars rover Spirit lands, First esports tournament held, Americans with Disabilities Act, First Space Shuttle Launch, Nepal earthquake, First iPhone released",0,0,gemini:gemini-2.0-flash
run_0012,"On average, how many days did events last?",dur.average,14 days,13 days,16 days,1,0,gemini:gemini-2.0-flash
run_0012,Order the events by shortest to longest duration.,dur.each_asc,"Nixon ends gold standard, First CRISPR gene edit, Americans with Disabilities Act, First esports tournament held, Mars rover Spirit lands, Invention of Writing, First iPhone released, Mariner 9 orbits Mars, First Space Shuttle Launch, Nepal earthquake, First steam locomotive built","Nixon ends gold standard, First CRISPR gene edit, Americans with Disabilities Act, Mariner 9 orbits Mars, Invention of Writing, Nepal earthquake, First Space Shuttle Launch, First iPhone released, First steam locomotive built, Mars rover Spirit lands, First esports tournament held","Nixon ends gold standard, First CRISPR gene edit, First iPhone released, Mars rover Spirit lands, First esports tournament held, Invention of Writing, Mariner 9 orbits Mars, First Space Shuttle Launch, Nepal earthquake, First steam locomotive built, Americans with Disabilities Act",0,0,gemini:gemini-2.0-flash
run_0012,List events with durations in descending order.,dur.each_desc,"First steam locomotive built, First Space Shuttle Launch, Nepal earthquake, Mariner 9 orbits Mars, First iPhone released, Invention of Writing, Mars rover Spirit lands, First esports tournament held, Americans with Disabilities Act, First CRISPR gene edit, Nixon ends gold standard","First Space Shuttle Launch, Nepal earthquake, First iPhone released, Invention of Writing, Mars rover Spirit lands, First esports tournament held, Mariner 9 orbits Mars, First steam locomotive built, Americans with Disabilities Act, Nixon ends gold standard, First CRISPR gene edit","First steam locomotive built, Nepal earthquake, First Space Shuttle Launch, Mariner 9 orbits Mars, First iPhone released, Mars rover Spirit lands, First esports tournament held, Americans with Disabilities Act, Nixon ends gold standard, First CRISPR gene edit",0,0,gemini:gemini-2.0-flash
run_0012,List the days between each pair of consecutive events.,int.between_consecutive,"6 days, 0 days, 1 days, 18 days, 18 days, 12 days, 18 days, 9 days, 3 days, 2 days","42 days, 19 days, 19 days, 13 days, 83 days, 34 days, 7 days, 3 days","7 days, 1 days, 2 days, 19 days, 4 days, 3 days, 13 days, 19 days, 19 days",0,0,gemini:gemini-2.0-flash
run_0012,Does First Space Shuttle Launch precede Mariner 9 orbits Mars?,int.precedes,no,No,Yes,1,0,gemini:gemini-2.0-flash
run_0012,What events fall between Mariner 9 orbits Mars and Nepal earthquake?,list.between,"Invention of Writing, Mars rover Spirit lands, First esports tournament held, Americans with Disabilities Act, First Space Shuttle Launch","Invention of Writing, Mars rover Spirit lands, First esports tournament held, Americans with Disabilities Act, First Space Shuttle Launch","Invention of Writing, Mars rover Spirit lands, First esports tournament held, Americans with Disabilities Act, First Space Shuttle Launch",1,1,gemini:gemini-2.0-flash
run_0013,Provide the events from earliest to latest.,order.full,"Civil Rights Act signed, First Public School Established, First Instagram Post, First Charter School Law Passed, First Newspaper Published, Chernobyl nuclear disaster, First Daytona 500 race, First Tweet Posted, First FIFA World Cup starts, Gutenberg Bible printed, Dissolution of the Soviet Union","Civil Rights Act signed, First Public School Established, First Instagram Post, First Charter School Law Passed, First Newspaper Published, Chernobyl nuclear disaster, First Daytona 500 race, First Tweet Posted, First FIFA World Cup starts, Gutenberg Bible printed, Dissolution of the Soviet Union","Chernobyl nuclear disaster, First Daytona 500 race, First Tweet Posted, First FIFA World Cup starts, Gutenberg Bible printed, Dissolution of the Soviet Union, Civil Rights Act signed, First Public School Established, First Instagram Post, First Charter School Law Passed, First Newspaper Published",1,0,gemini:gemini-2.0-flash
run_0013,List the events in reverse chronological order.,order.reverse,"Dissolution of the Soviet Union, Gutenberg Bible printed, First FIFA World Cup starts, First Tweet Posted, First Daytona 500 race, Chernobyl nuclear disaster, First Newspaper Published, First Charter School Law Passed, First Instagram Post, First Public School Established, Civil Rights Act signed","Dissolution of the Soviet Union, Gutenberg Bible printed, First FIFA World Cup starts, First Tweet Posted, First Daytona 500 race, Chernobyl nuclear disaster, First Newspaper Published, First Charter School Law Passed, First Instagram Post, First Public School Established, Civil Rights Act signed","Dissolution of the Soviet Union, First Newspaper Published, First Daytona 500 race, First Tweet Posted, First FIFA World Cup starts, Gutenberg Bible printed, First Public School Established, Civil Rights Act signed, Chernobyl nuclear disaster, First Charter School Law Passed, First Instagram Post",1,0,gemini:gemini-2.0-flash
run_0013,Tell me the 10th event in order.,order.nth,Gutenberg Bible printed,First Tweet Posted,First Newspaper Published,0,0,gemini:gemini-2.0-flash
run_0013,How long did Civil Rights Act signed last?,dur.single,25 days,25 days,24 days,1,1,gemini:gemini-2.0-flash
run_0013,Identify the longest-lasting event.,dur.longest,Dissolution of the Soviet Union,First FIFA World Cup starts,Dissolution of the Soviet Union,0,1,gemini:gemini-2.0-flash
run_0013,Which event lasted the shortest?,dur.shortest,First Newspaper Published,First Newspaper Published,First Newspaper Published,1,1,gemini:gemini-2.0-flash
run_0013,Which of First Daytona 500 race and First Charter School Law Passed occurred first?,order.first,First Charter School Law Passed,First Charter School Law Passed,First Charter School Law Passed,1,1,gemini:gemini-2.0-flash
run_0013,What is the first and last event?,order.first_last,"Civil Rights Act signed, Dissolution of the Soviet Union","Civil Rights Act signed, Dissolution of the Soviet Union","Chernobyl nuclear disaster, Dissolution of the Soviet Union",1,0,gemini:gemini-2.0-flash
run_0013,Name events that happened over 1 times.,count.over_x,,"First Charter School Law Passed, First FIFA World Cup starts, Gutenberg Bible printed, Chernobyl nuclear disaster, First Tweet Posted, First Public School Established, Civil Rights Act signed, First Instagram Post",,0,1,gemini:gemini-2.0-flash
run_0013,List events that occurred equally often.,count.same,"Civil Rights Act signed, First Public School Established, First Instagram Post, First Charter School Law Passed, First Newspaper Published, Chernobyl nuclear disaster, First Daytona 500 race, First Tweet Posted, First FIFA World Cup starts, Gutenberg Bible printed, Dissolution of the Soviet Union",,,0,0,gemini:gemini-2.0-flash
run_0013,How many days passed between Chernobyl nuclear disaster ending and First Tweet Posted starting?,int.between,25 days,26 days,7 days,1,0,gemini:gemini-2.0-flash
run_0013,How many events are there?,order.count,11,11,10,1,0,gemini:gemini-2.0-flash
run_0013,Identify the middle event chronologically.,order.middle,Chernobyl nuclear disaster,First Newspaper Published,First Tweet Posted,0,0,gemini:gemini-2.0-flash
run_0013,Compute the mean event duration.,dur.average,14 days,13 days,14 days,1,1,gemini:gemini-2.0-flash
run_0013,List events with durations in ascending order.,dur.each_asc,"First Newspaper Published, First Daytona 500 race, First Public School Established, First Charter School Law Passed, First Tweet Posted, First Instagram Post, Chernobyl nuclear disaster, Gutenberg Bible printed, First FIFA World Cup starts, Civil Rights Act signed, Dissolution of the Soviet Union","First Newspaper Published, First Daytona 500 race, First Charter School Law Passed, First Tweet Posted, First Public School Established, First Instagram Post, Chernobyl nuclear disaster, First FIFA World Cup starts, Gutenberg Bible printed, Dissolution of the Soviet Union, Civil Rights Act signed","First Newspaper Published, First Daytona 500 race, First Public School Established, First Tweet Posted, First Instagram Post, Chernobyl nuclear disaster, Gutenberg Bible printed, Civil Rights Act signed, First FIFA World Cup starts, Dissolution of the Soviet Union, First Charter School Law Passed",0,0,gemini:gemini-2.0-flash
run_0013,List events with durations in descending order.,dur.each_desc,"Dissolution of the Soviet Union, Civil Rights Act signed, First FIFA World Cup starts, Gutenberg Bible printed, First Instagram Post, Chernobyl nuclear disaster, First Charter School Law Passed, First Tweet Posted, First Public School Established, First Daytona 500 race, First Newspaper Published","First FIFA World Cup starts, Dissolution of the Soviet Union, First Charter School Law Passed, Chernobyl nuclear disaster, First Tweet Posted, First Instagram Post, First Public School Established, First Daytona 500 race, Civil Rights Act signed, Gutenberg Bible printed, First Newspaper Published","Dissolution of the Soviet Union, First FIFA World Cup starts, Civil Rights Act signed, First Instagram Post, Chernobyl nuclear disaster, First Charter School Law Passed, Gutenberg Bible printed, First Tweet Posted, First Public School Established, First Daytona 500 race, First Newspaper Published",0,0,gemini:gemini-2.0-flash
run_0013,What are the time intervals between consecutive events?,int.between_consecutive,"11 days, 2 days, 1 days, 8 days, 1 days, 0 days, 19 days, 11 days, 11 days, 1 days","Civil Rights Act signed, First Public School Established, First Instagram Post, First Charter School Law Passed, First Newspaper Published, Chernobyl nuclear disaster, First Daytona 500 race, First Tweet Posted, First FIFA World Cup starts, Gutenberg Bible printed, Dissolution of the Soviet Union","13 days, 9 days, 2 days, 12 days, 9 days, 2 days, 12 days",0,0,gemini:gemini-2.0-flash
run_0013,Does First Public School Established occur before First Charter School Law Passed?,int.precedes,yes,Yes,Yes,1,1,gemini:gemini-2.0-flash
run_0013,What events fall between Chernobyl nuclear disaster and First Instagram Post?,list.between,"First Charter School Law Passed, First Newspaper Published",,First Daytona 500 race,0,0,gemini:gemini-2.0-flash
run_0014,Provide the events from earliest to latest.,order.full,"Obergefell v. Hodges Decision, Tokyo Olympics held, First photograph of Earth from Moon, First Electric Car Introduced, Fukushima nuclear disaster, AI chatbot released, First Commercial Airliner Flight, First heart transplant, Invention of Writing, First Commercial Drone Delivery, Shakespeare's Globe opens, Tokyo-Yokohama earthquake, Voyager 1 launches, First kidney transplant, Roe v. Wade Decision","Obergefell v. Hodges Decision, Tokyo Olympics held, First photograph of Earth from Moon, First Electric Car Introduced, Fukushima nuclear disaster, AI chatbot released, First Commercial Airliner Flight, First heart transplant, Invention of Writing, First Commercial Drone Delivery, Shakespeare's Globe opens, Tokyo-Yokohama earthquake, Voyager 1 launches, First kidney transplant, Roe v. Wade Decision","Obergefell v. Hodges Decision, Invention of Writing, First Commercial Drone Delivery, Shakespeare's Globe opens, Tokyo-Yokohama earthquake, Voyager 1 launches, First kidney transplant, First heart transplant, AI chatbot released, First Commercial Airliner Flight, First Electric Car Introduced, Fukushima nuclear disaster, Tokyo Olympics held, First photograph of Earth from Moon, Roe v. Wade Decision",1,0,gemini:gemini-2.0-flash
run_0014,List the events in reverse chronological order.,order.reverse,"Roe v. Wade Decision, First kidney transplant, Voyager 1 launches, Tokyo-Yokohama earthquake, Shakespeare's Globe opens, First Commercial Drone Delivery, Invention of Writing, First heart transplant, First Commercial Airliner Flight, AI chatbot released, Fukushima nuclear disaster, First Electric Car Introduced, First photograph of Earth from Moon, Tokyo Olympics held, Obergefell v. Hodges Decision","Roe v. Wade Decision, First kidney transplant, Voyager 1 launches, Tokyo-Yokohama earthquake, Shakespeare's Globe opens, First Commercial Drone Delivery, Invention of Writing, First heart transplant, First Commercial Airliner Flight, AI chatbot released, Fukushima nuclear disaster, First Electric Car Introduced, First photograph of Earth from Moon, Tokyo Olympics held, Obergefell v. Hodges Decision","First Commercial Airliner Flight, First Electric Car Introduced, First photograph of Earth from Moon, AI chatbot released, Roe v. Wade Decision, Fukushima nuclear disaster, Tokyo-Yokohama earthquake, Shakespeare's Globe opens, Voyager 1 launches, First kidney transplant, Tokyo Olympics held, Obergefell v. Hodges Decision, Invention of Writing, First heart transplant, First Commercial Drone Delivery",1,0,gemini:gemini-2.0-flash
run_0014,What is the 6th event chronologically?,order.nth,AI chatbot released,First Electric Car Introduced,First Commercial Drone Delivery,0,0,gemini:gemini-2.0-flash
run_0014,For how many days did First Electric Car Introduced occur?,dur.single,9 days,9 days,9 days,1,1,gemini:gemini-2.0-flash
run_0014,Identify the longest-lasting event.,dur.longest,Obergefell v. Hodges Decision,First photograph of Earth from Moon,Obergefell v. Hodges Decision,0,1,gemini:gemini-2.0-flash
run_0014,Which event lasted the shortest?,dur.shortest,Tokyo Olympics held,"Tokyo Olympics held, Shakespeare's Globe opens","Tokyo Olympics held, Shakespeare's Globe opens",0,0,gemini:gemini-2.0-flash
run_0014,Which of First heart transplant and Tokyo-Yokohama earthquake occurred first?,order.first,First heart transplant,First heart transplant,First heart transplant,1,1,gemini:gemini-2.0-flash
run_0014,What is the first and last event?,order.first_last,"Obergefell v. Hodges Decision, Roe v. Wade Decision","Obergefell v. Hodges Decision, First kidney transplant","AI chatbot released, First Commercial Airliner Flight",0,0,gemini:gemini-2.0-flash
run_0014,List events with frequency > 5.,count.over_x,,,,1,1,gemini:gemini-2.0-flash
run_0014,List events that occurred equally often.,count.same,"Obergefell v. Hodges Decision, Tokyo Olympics held, First photograph of Earth from Moon, First Electric Car Introduced, Fukushima nuclear disaster, AI chatbot released, First Commercial Airliner Flight, First heart transplant, Invention of Writing, First Commercial Drone Delivery, Shakespeare's Globe opens, Tokyo-Yokohama earthquake, Voyager 1 launches, First kidney transplant, Roe v. Wade Decision","Shakespeare's Globe opens, Tokyo Olympics held",,0,0,gemini:gemini-2.0-flash
run_0014,What is the duration between the end of Invention of Writing and the start of Voyager 1 launches?,int.between,83 days,84 days,22 days,1,0,gemini:gemini-2.0-flash
run_0014,Total number of events?,order.count,15,15,14,1,0,gemini:gemini-2.0-flash
run_0014,Identify the middle event chronologically.,order.middle,First heart transplant,AI chatbot released,First Commercial Drone Delivery,0,0,gemini:gemini-2.0-flash
run_0014,What is the average duration of all events?,dur.average,16 days,20 days,15 days,0,1,gemini:gemini-2.0-flash
run_0014,List events with durations in ascending order.,dur.each_asc,"Tokyo Olympics held, Shakespeare's Globe opens, First Commercial Drone Delivery, First Electric Car Introduced, Fukushima nuclear disaster, Roe v. Wade Decision, First kidney transplant, First heart transplant, Voyager 1 launches, Tokyo-Yokohama earthquake, First photograph of Earth from Moon, AI chatbot released, First Commercial Airliner Flight, Obergefell v. Hodges Decision, Invention of Writing","Tokyo Olympics held, Shakespeare's Globe opens, First Electric Car Introduced, First Commercial Drone Delivery, Fukushima nuclear disaster, Roe v. Wade Decision, First Commercial Airliner Flight, AI chatbot released, Invention of Writing, Voyager 1 launches, First kidney transplant, Tokyo-Yokohama earthquake, First heart transplant, Obergefell v. Hodges Decision, First photograph of Earth from Moon","Tokyo Olympics held, Shakespeare's Globe opens, First Electric Car Introduced, Fukushima nuclear disaster, Roe v. Wade Decision, AI chatbot released, First Commercial Airliner Flight, Invention of Writing, Obergefell v. Hodges Decision, Voyager 1 launches, First heart transplant, First kidney transplant, First photograph of Earth from Moon, Tokyo-Yokohama earthquake, First Commercial Drone Delivery",0,0,gemini:gemini-2.0-flash
run_0014,"Which events, sorted by decreasing duration, occurred?",dur.each_desc,"Obergefell v. Hodges Decision, Invention of Writing, AI chatbot released, First Commercial Airliner Flight, First photograph of Earth from Moon, Tokyo-Yokohama earthquake, First heart transplant, Voyager 1 launches, First kidney transplant, Fukushima nuclear disaster, Roe v. Wade Decision, First Electric Car Introduced, First Commercial Drone Delivery, Tokyo Olympics held, Shakespeare's Globe opens","First photograph of Earth from Moon, Invention of Writing, Fukushima nuclear disaster, AI chatbot released, First heart transplant, Obergefell v. Hodges Decision, Voyager 1 launches, Tokyo-Yokohama earthquake, First kidney transplant, Roe v. Wade Decision, First Electric Car Introduced, First Commercial Drone Delivery, First Commercial Airliner Flight, Tokyo Olympics held, Shakespeare's Globe opens","Invention of Writing, Voyager 1 launches, First Commercial Airliner Flight, AI chatbot released, First photograph of Earth from Moon, First kidney transplant, First heart transplant, Tokyo-Yokohama earthquake, Fukushima nuclear disaster, Roe v. Wade Decision, First Electric Car Introduced, First Commercial Drone Delivery, Obergefell v. Hodges Decision, Tokyo Olympics held, Shakespeare's Globe opens",0,0,gemini:gemini-2.0-flash
run_0014,What are the time intervals between consecutive events?,int.between_consecutive,"15 days, 9 days, 12 days, 7 days, 17 days, 2 days, 15 days, 6 days, 19 days, 8 days, 13 days, 13 days, 14 days, 17 days","Obergefell v. Hodges Decision to Tokyo Olympics held: 16 days, Tokyo Olympics held to First photograph of Earth from Moon: 9 days, First photograph of Earth from Moon to First Electric Car Introduced: 13 days, First Electric Car Introduced to Fukushima nuclear disaster: 8 days, Fukushima nuclear disaster to AI chatbot released: 18 days, AI chatbot released to First Commercial Airliner Flight: 3 days, First Commercial Airliner Flight to First heart transplant: 16 days, First heart transplant to Invention of Writing: 6 days, Invention of Writing to Shakespeare's Globe opens: 35 days, Shakespeare's Globe opens to First Commercial Drone Delivery: 14 days, First Commercial Drone Delivery to Tokyo-Yokohama earthquake: 23 days, Tokyo-Yokohama earthquake to Voyager 1 launches: 14 days, Voyager 1 launches to First kidney transplant: 15 days, First kidney transplant to Roe v. Wade Decision: 18 days","3, 16, 10, 13, 18, 16, 14",0,0,gemini:gemini-2.0-flash
run_0014,Does Obergefell v. Hodges Decision occur before Fukushima nuclear disaster?,int.precedes,yes,Yes,Yes,1,1,gemini:gemini-2.0-flash
run_0014,What events fall between Shakespeare's Globe opens and Voyager 1 launches?,list.between,Tokyo-Yokohama earthquake,Tokyo-Yokohama earthquake,Tokyo-Yokohama earthquake,1,1,gemini:gemini-2.0-flash
run_0015,List the events in chronological order.,order.full,"Stethoscope invented, International Space Station assembled, Telephone invented, Tom Brady wins 7th Super Bowl, First Social Media Platform Launched, First Commercial Drone Delivery, Title IX Enacted, Moon Landing, First human in space, First successful gene therapy, First Paralympic Games held, First image of black hole released, Black Lives Matter protests, Roman Roads Constructed, Leaves of Grass released","Stethoscope invented, International Space Station assembled, Telephone invented, Tom Brady wins 7th Super Bowl, First Social Media Platform Launched, First Commercial Drone Delivery, Title IX Enacted, Moon Landing, First human in space, First successful gene therapy, First Paralympic Games held, First image of black hole released, Black Lives Matter protests, Roman Roads Constructed, Leaves of Grass released","Stethoscope invented, International Space Station assembled, Telephone invented, Tom Brady wins 7th Super Bowl, First Social Media Platform Launched, First Commercial Drone Delivery, Title IX Enacted, Moon Landing, First human in space, First successful gene therapy, First Paralympic Games held, First image of black hole released, Black Lives Matter protests, Roman Roads Constructed, Leaves of Grass released",1,1,gemini:gemini-2.0-flash
run_0015,What is the reverse order of the events?,order.reverse,"Leaves of Grass released, Roman Roads Constructed, Black Lives Matter protests, First image of black hole released, First Paralympic Games held, First successful gene therapy, First human in space, Moon Landing, Title IX Enacted, First Commercial Drone Delivery, First Social Media Platform Launched, Tom Brady wins 7th Super Bowl, Telephone invented, International Space Station assembled, Stethoscope invented","Leaves of Grass released, Roman Roads Constructed, Black Lives Matter protests, First Paralympic Games held, First image of black hole released, First successful gene therapy, First human in space, Moon Landing, Title IX Enacted, First Commercial Drone Delivery, First Social Media Platform Launched, Tom Brady wins 7th Super Bowl, Telephone invented, International Space Station assembled, Stethoscope invented","Leaves of Grass released, First Social Media Platform Launched, First Commercial Drone Delivery, First successful gene therapy, Black Lives Matter protests, Roman Roads Constructed, Moon Landing, First human in space, First image of black hole released, First Paralympic Games held, Tom Brady wins 7th Super Bowl, Title IX Enacted, Telephone invented, International Space Station assembled, Stethoscope invented",0,0,gemini:gemini-2.0-flash
run_0015,Identify the 14th event chronologically.,order.nth,Roman Roads Constructed,Leaves of Grass released,First Social Media Platform Launched,0,0,gemini:gemini-2.0-flash
run_0015,Duration of First human in space?,dur.single,16 days,16 days,16 days,1,1,gemini:gemini-2.0-flash
run_0015,Which event lasted the longest?,dur.longest,Roman Roads Constructed,International Space Station assembled,First Commercial Drone Delivery,0,0,gemini:gemini-2.0-flash
run_0015,Which event lasted the shortest?,dur.shortest,Leaves of Grass released,Leaves of Grass released,Leaves of Grass released,1,1,gemini:gemini-2.0-flash
run_0015,Which of Title IX Enacted and Roman Roads Constructed occurred first?,order.first,Title IX Enacted,Title IX Enacted,"Title IX Enacted, Roman Roads Constructed",1,0,gemini:gemini-2.0-flash
run_0015,Which events are at the start and end of the timeline?,order.first_last,"Stethoscope invented, Leaves of Grass released","Stethoscope invented, Leaves of Grass released","Stethoscope invented, Leaves of Grass released",1,1,gemini:gemini-2.0-flash
run_0015,List events with frequency > 2.,count.over_x,,,,1,1,gemini:gemini-2.0-flash
run_0015,Which events have the same occurrence count?,count.same,"Stethoscope invented, International Space Station assembled, Telephone invented, Tom Brady wins 7th Super Bowl, First Social Media Platform Launched, First Commercial Drone Delivery, Title IX Enacted, Moon Landing, First human in space, First successful gene therapy, First Paralympic Games held, First image of black hole released, Black Lives Matter protests, Roman Roads Constructed, Leaves of Grass released",,,0,0,gemini:gemini-2.0-flash
run_0015,Calculate days between International Space Station assembled and First successful gene therapy.,int.between,164 days,165 days,63 days,1,0,gemini:gemini-2.0-flash
run_0015,Count of events in the timeline?,order.count,15,15,15,1,1,gemini:gemini-2.0-flash
run_0015,Identify the middle event chronologically.,order.middle,Moon Landing,First human in space,First Commercial Drone Delivery,0,0,gemini:gemini-2.0-flash
run_0015,Compute the mean event duration.,dur.average,16 days,18 days,15 days,0,1,gemini:gemini-2.0-flash
run_0015,"Which events, sorted by increasing duration, occurred?",dur.each_asc,"Leaves of Grass released, Title IX Enacted, First successful gene therapy, First image of black hole released, Tom Brady wins 7th Super Bowl, First Social Media Platform Launched, First Paralympic Games held, International Space Station assembled, First human in space, Stethoscope invented, Telephone invented, Moon Landing, First Commercial Drone Delivery, Black Lives Matter protests, Roman Roads Constructed","Title IX Enacted, First image of black hole released, Leaves of Grass released, First successful gene therapy, Tom Brady wins 7th Super Bowl, First Social Media Platform Launched, International Space Station assembled, First Paralympic Games held, Telephone invented, First Commercial Drone Delivery, Moon Landing, First human in space, Black Lives Matter protests, Roman Roads Constructed","Leaves of Grass released, Title IX Enacted, First successful gene therapy, First image of black hole released, First Paralympic Games held, International Space Station assembled, First human in space, Telephone invented, Moon Landing, Black Lives Matter protests, First Commercial Drone Delivery, Roman Roads Constructed, Tom Brady wins 7th Super Bowl",0,0,gemini:gemini-2.0-flash
run_0015,"Which events, sorted by decreasing duration, occurred?",dur.each_desc,"Roman Roads Constructed, First Commercial Drone Delivery, Black Lives Matter protests, Moon Landing, Stethoscope invented, Telephone invented, International Space Station assembled, First human in space, First Paralympic Games held, Tom Brady wins 7th Super Bowl, First Social Media Platform Launched, First successful gene therapy, First image of black hole released, Title IX Enacted, Leaves of Grass released","International Space Station assembled, First Paralympic Games held, Moon Landing, First human in space, Black Lives Matter protests, First Commercial Drone Delivery, Telephone invented, First Social Media Platform Launched, First image of black hole released, First successful gene therapy, Leaves of Grass released, Title IX Enacted","Roman Roads Constructed, First Commercial Drone Delivery, Moon Landing, Telephone invented, Black Lives Matter protests, Tom Brady wins 7th Super Bowl, First Paralympic Games held, First human in space, International Space Station assembled, First image of black hole released, First successful gene therapy, Title IX Enacted, Leaves of Grass released, Stethoscope invented",0,0,gemini:gemini-2.0-flash
run_0015,List the days between each pair of consecutive events.,int.between_consecutive,"12 days, 1 days, 10 days, 5 days, 8 days, 0 days, 8 days, 7 days, 8 days, 15 days, 1 days, 11 days, 6 days, 7 days","13 days, 52 days, 11 days, 51 days, 18 days, 27 days, 8 days, 88 days, 7 days, 42 days, 38 days, 3 days","13 days, 2 days, 11 days, 6 days, 9 days, 9 days, 16 days, 12 days, 7 days, 8 days",0,0,gemini:gemini-2.0-flash
run_0015,"Which comes first, First Commercial Drone Delivery or First successful gene therapy?",int.precedes,yes,First Commercial Drone Delivery,First Commercial Drone Delivery,0,0,gemini:gemini-2.0-flash
run_0015,Identify events between First Commercial Drone Delivery and Tom Brady wins 7th Super Bowl.,list.between,First Social Media Platform Launched,,First Social Media Platform Launched,0,1,gemini:gemini-2.0-flash
